symbol,exchange,rows,days,median_snapshot_interval_ms,mean_spread,mean_depth_top10,first_timestamp,last_timestamp,source_audit_artifact,notes
ETH-USDT,BINANCE,114416283,366,200.0,0.0107778792722465,105.15722734420028,2024-01-01T00:00:02.968000+00:00,2024-12-31T23:59:58.916000+00:00,D:/LOBProj/DeepLOB/CryptoRegimeShift/outputs/tables/table_data_audit_stage3_eth_usdt.csv,stage audit snapshots; ETH conversion rows=114416570; feature/label rows=114414433 after horizon/drop
